organism_id,organism_name,species_id,species_name,proteome_id,proteome_name,proteome_source
216599,"Shigella sonnei 53G",624,"Shigella sonnei",300269,"Shigella sonnei Ss046 (Shigella sonnei strain Ss046)",uniprot
216600,"Streptococcus pneumoniae 23F",1313,"Streptococcus pneumoniae",171101,"Streptococcus pneumoniae R6",uniprot
216895,"Vibrio vulnificus CMCP6",672,"Vibrio vulnificus",216895,"Vibrio vulnificus CMCP6",uniprot
217992,"Escherichia coli O6",562,"Escherichia coli",83333,"Escherichia coli K-12 (Escherichia coli K12)",uniprot
219334,"Lactobacillus casei subsp. casei ATCC 393",1582,"Lactobacillus casei"
220341,"Salmonella enterica subsp. enterica serovar Typhi str. CT18 (Salmonella enterica subsp. enterica serovar Typhi CT18)",28901,"Salmonella enterica",99287,"Salmonella enterica subsp. enterica serovar Typhimurium str. LT2 (Salmonella enterica subsp. enterica serovar Typhimurium LT2)",uniprot
221988,"Mannheimia succiniciproducens MBEL55E",157673,"Mannheimia succiniciproducens",221988,"Mannheimia succiniciproducens MBEL55E",uniprot
222523,"Bacillus cereus ATCC 10987 (Bacillus cereus strain ATCC 10987)",1396,"Bacillus cereus",226900,"Bacillus cereus ATCC 14579",uniprot
223926,"Vibrio parahaemolyticus RIMD 2210633",670,"Vibrio parahaemolyticus",223926,"Vibrio parahaemolyticus RIMD 2210633",uniprot
224308,"Bacillus subtilis subsp. subtilis str. 168",1423,"Bacillus subtilis",224308,"Bacillus subtilis subsp. subtilis str. 168",uniprot
224324,"Aquifex aeolicus VF5",63363,"Aquifex aeolicus",224324,"Aquifex aeolicus VF5",uniprot
224326,"Borrelia burgdorferi B31",139,"Borrelia burgdorferi (Borrelia burgdorferi sensu stricto)",224326,"Borrelia burgdorferi B31",uniprot
224914,"Brucella melitensis bv. 1 str. 16M",29459,"Brucella melitensis",224914,"Brucella melitensis bv. 1 str. 16M",uniprot
226900,"Bacillus cereus ATCC 14579",1396,"Bacillus cereus",226900,"Bacillus cereus ATCC 14579",uniprot
227377,"Coxiella burnetii RSA 493",777,"Coxiella burnetii",227377,"Coxiella burnetii RSA 493",uniprot
228399,"Actinobacillus pleuropneumoniae serovar 1 str. 4074 (Actinobacillus pleuropneumoniae serovar 1 strain 4074)",715,"Actinobacillus pleuropneumoniae",537457,"Actinobacillus pleuropneumoniae serovar 7 str. AP76 (Actinobacillus pleuropneumoniae serovar 7 strain AP76)",uniprot
228400,"Haemophilus somnus 2336",731,"Histophilus somni",205914,"Haemophilus somnus 129PT",uniprot
228405,"Hyphomonas neptunium ATCC 15444 (Hyphomonas neptunium strain ATCC 15444)",81032,"Hyphomonas neptunium",228405,"Hyphomonas neptunium ATCC 15444 (Hyphomonas neptunium strain ATCC 15444)",uniprot
233412,"Haemophilus ducreyi 35000HP",730,"Haemophilus ducreyi",233412,"Haemophilus ducreyi 35000HP",uniprot
233413,"Mycobacterium bovis AF2122/97",1765,"Mycobacterium bovis",233413,"Mycobacterium bovis AF2122/97",uniprot
234267,"Candidatus Solibacter usitatus Ellin6076",332163,"Candidatus Solibacter usitatus",234267,"Candidatus Solibacter usitatus Ellin6076",uniprot
234826,"Anaplasma marginale str. St. Maries (Anaplasma marginale 'St. Maries')",770,"Anaplasma marginale",234826,"Anaplasma marginale str. St. Maries (Anaplasma marginale 'St. Maries')",uniprot
235276,"Pseudomonas syringae pv. striafaciens",53409,"Pseudomonas coronafaciens"
235279,"Helicobacter hepaticus ATCC 51449",32025,"Helicobacter hepaticus",235279,"Helicobacter hepaticus ATCC 51449",uniprot
237609,"Pseudomonas alkylphenolia",237609,"Pseudomonas alkylphenolia"
242231,"Neisseria gonorrhoeae FA 1090 (Neisseria gonorrhoeae str. FA 1090)",485,"Neisseria gonorrhoeae",242231,"Neisseria gonorrhoeae FA 1090 (Neisseria gonorrhoeae str. FA 1090)",uniprot
242619,"Porphyromonas gingivalis W83 (Porphyromonas gingivalis str. W83)",837,"Porphyromonas gingivalis",431947,"Porphyromonas gingivalis ATCC 33277 (Porphyromonas gingivalis str. ATCC 33277)",uniprot
243160,"Burkholderia mallei ATCC 23344 (Burkholderia mallei str. ATCC 23344)",13373,"Burkholderia mallei",243160,"Burkholderia mallei ATCC 23344 (Burkholderia mallei str. ATCC 23344)",uniprot
243161,"Chlamydia muridarum Nigg (Chlamydia muridarum str. Nigg)",83560,"Chlamydia muridarum (agent of mouse pneumonitis)",243161,"Chlamydia muridarum Nigg (Chlamydia muridarum str. Nigg)",uniprot
243164,"Dehalococcoides ethenogenes 195 (Dehalococcoides ethenogenes str. 195)",61435,"Dehalococcoides mccartyi",243164,"Dehalococcoides ethenogenes 195 (Dehalococcoides ethenogenes str. 195)",uniprot
243243,"Mycobacterium avium 104 (Mycobacterium avium str. 104)",1764,"Mycobacterium avium",262316,"Mycobacterium avium subsp. paratuberculosis K-10 (Mycobacterium avium subsp. paratuberculosis strain K-10)",uniprot
243273,"Mycoplasma genitalium G37 (Mycoplasma genitalium str. G37)",2097,"Mycoplasma genitalium",243273,"Mycoplasma genitalium G37 (Mycoplasma genitalium str. G37)",uniprot
243276,"Treponema pallidum subsp. pallidum str. Nichols (Treponema pallidum Nichols)",160,"Treponema pallidum",243276,"Treponema pallidum subsp. pallidum str. Nichols (Treponema pallidum Nichols)",uniprot
243277,"Vibrio cholerae O1 biovar El Tor str. N16961 (Vibrio cholerae El Tor N16961)",666,"Vibrio cholerae",243277,"Vibrio cholerae O1 biovar El Tor str. N16961 (Vibrio cholerae El Tor N16961)",uniprot
244320,"Escherichia coli O55:H7",562,"Escherichia coli",83333,"Escherichia coli K-12 (Escherichia coli K12)",uniprot
246197,"Myxococcus xanthus DK 1622 (Myxococcus xanthus str. DK 1622)",34,"Myxococcus xanthus",246197,"Myxococcus xanthus DK 1622 (Myxococcus xanthus str. DK 1622)",uniprot
246202,"Streptococcus sobrinus 6715 (Streptococcus sobrinus str. 6715)",1310,"Streptococcus sobrinus"
251654,"Pseudomonas syringae pv. helianthi",251699,"Pseudomonas syringae group genomosp. 7"
257313,"Bordetella pertussis Tohama I",520,"Bordetella pertussis",257313,"Bordetella pertussis Tohama I",uniprot
257363,"Rickettsia typhi str. Wilmington (Rickettsia typhi 'wilmington')",785,"Rickettsia typhi",257363,"Rickettsia typhi str. Wilmington (Rickettsia typhi 'wilmington')",uniprot
257758,"Streptococcus pseudopneumoniae",257758,"Streptococcus pseudopneumoniae",1054460,"Streptococcus pseudopneumoniae IS7493 (Streptococcus pseudopneumoniae strain IS7493)",uniprot
260799,"Bacillus anthracis str. Sterne (Bacillus anthracis Sterne)",1392,"Bacillus anthracis (anthrax bacterium)",1392,"Bacillus anthracis (anthrax bacterium)",uniprot
261591,"Bacillus anthracis str. Vollum",1392,"Bacillus anthracis (anthrax bacterium)",1392,"Bacillus anthracis (anthrax bacterium)",uniprot
261594,"Bacillus anthracis str. 'Ames Ancestor' (Bacillus anthracis str. Ames Ancestor)",1392,"Bacillus anthracis (anthrax bacterium)",1392,"Bacillus anthracis (anthrax bacterium)",uniprot
262316,"Mycobacterium avium subsp. paratuberculosis K-10 (Mycobacterium avium subsp. paratuberculosis strain K-10)",1764,"Mycobacterium avium",262316,"Mycobacterium avium subsp. paratuberculosis K-10 (Mycobacterium avium subsp. paratuberculosis strain K-10)",uniprot
262722,"Mycoplasma hyopneumoniae 7448 (Mycoplasma hyopneumoniae strain 7448)",2099,"Mycoplasma hyopneumoniae",295358,"Mycoplasma hyopneumoniae 232 (Mycoplasma hyopneumoniae str. 232)",uniprot
262727,"Haemophilus influenzae R2846 (Haemophilus influenzae strain R2846)",727,"Haemophilus influenzae",71421,"Haemophilus influenzae Rd KW20 (Haemophilus influenzae KW20)",uniprot
262728,"Haemophilus influenzae R2866 (Haemophilus influenzae str. R2866)",727,"Haemophilus influenzae",71421,"Haemophilus influenzae Rd KW20 (Haemophilus influenzae KW20)",uniprot
264635,"Acholeplasma granularum",264635,"Acholeplasma granularum"
264730,"Pseudomonas syringae pv. phaseolicola 1448A (Pseudomonas syringae pv. phaseolicola strain 1448A)",29438,"Pseudomonas savastanoi",264730,"Pseudomonas syringae pv. phaseolicola 1448A (Pseudomonas syringae pv. phaseolicola strain 1448A)",uniprot
264732,"Moorella thermoacetica ATCC 39073 (Moorella thermoacetica strain ATCC 39073)",1525,"Moorella thermoacetica",264732,"Moorella thermoacetica ATCC 39073 (Moorella thermoacetica strain ATCC 39073)",uniprot
265669,"Listeria monocytogenes serotype 4b str. F2365 (Listeria monocytogenes serotype 4b strain F2365)",1639,"Listeria monocytogenes",169963,"Listeria monocytogenes EGD-e (Listeria monocytogenes strain EGD-e)",uniprot
266264,"Cupriavidus metallidurans CH34 (Cupriavidus metallidurans str. CH34)",119219,"Cupriavidus metallidurans",266264,"Cupriavidus metallidurans CH34 (Cupriavidus metallidurans str. CH34)",uniprot
266779,"Chelativorans sp. BNC1 ([Mesorhizobium] sp. BNC1)",266779,"Chelativorans sp. BNC1 ([Mesorhizobium] sp. BNC1)",266779,"Chelativorans sp. BNC1 ([Mesorhizobium] sp. BNC1)",uniprot
266834,"Sinorhizobium meliloti 1021 (Sinorhizobium meliloti str. 1021)",382,"Sinorhizobium meliloti",266834,"Sinorhizobium meliloti 1021 (Sinorhizobium meliloti str. 1021)",uniprot
267409,"Listeria monocytogenes serotype 1/2a str. F6854 (Listeria monocytogenes serotype 1/2a strain F6854)",1639,"Listeria monocytogenes",169963,"Listeria monocytogenes EGD-e (Listeria monocytogenes strain EGD-e)",uniprot
267410,"Listeria monocytogenes serotype 4b str. H7858 (Listeria monocytogenes serotype 4b strain H7858)",1639,"Listeria monocytogenes",169963,"Listeria monocytogenes EGD-e (Listeria monocytogenes strain EGD-e)",uniprot
267671,"Leptospira interrogans serovar Copenhageni str. Fiocruz L1-130 (Leptospira interrogans serovar Copenhageni 'Fiocruz L1-130')",173,"Leptospira interrogans",189518,"Leptospira interrogans serovar Lai str. 56601",uniprot
269482,"Burkholderia vietnamiensis G4 (Burkholderia vietnamiensis str. G4)",60552,"Burkholderia vietnamiensis",269482,"Burkholderia vietnamiensis G4 (Burkholderia vietnamiensis str. G4)",uniprot
269483,"Burkholderia sp. 383",269483,"Burkholderia sp. 383",269483,"Burkholderia sp. 383",uniprot
269484,"Ehrlichia canis str. Jake (Ehrlichia canis Jake)",944,"Ehrlichia canis",269484,"Ehrlichia canis str. Jake (Ehrlichia canis Jake)",uniprot
269798,"Cytophaga hutchinsonii ATCC 33406 (Cytophaga hutchinsonii str. ATCC 33406)",985,"Cytophaga hutchinsonii",269798,"Cytophaga hutchinsonii ATCC 33406 (Cytophaga hutchinsonii str. ATCC 33406)",uniprot
269800,"Thermobifida fusca YX (Thermobifida fusca str. YX)",2021,"Thermobifida fusca",269800,"Thermobifida fusca YX (Thermobifida fusca str. YX)",uniprot
269801,"Bacillus cereus G9241 (Bacillus cereus strain G9241)",1396,"Bacillus cereus",226900,"Bacillus cereus ATCC 14579",uniprot
270374,"Marinobacter sp. ELB17",270374,"Marinobacter sp. ELB17",270374,"Marinobacter sp. ELB17",GenBank
271848,"Burkholderia thailandensis E264 (Burkholderia thailandensis str. E264)",57975,"Burkholderia thailandensis",271848,"Burkholderia thailandensis E264 (Burkholderia thailandensis str. E264)",uniprot
272560,"Burkholderia pseudomallei K96243 (Burkholderia pseudomallei str. K96243)",28450,"Burkholderia pseudomallei",272560,"Burkholderia pseudomallei K96243 (Burkholderia pseudomallei str. K96243)",uniprot
272561,"Chlamydia trachomatis D/UW-3/CX (Chlamydia trachomatis strain D/UW-3/CX)",813,"Chlamydia trachomatis",272561,"Chlamydia trachomatis D/UW-3/CX (Chlamydia trachomatis strain D/UW-3/CX)",uniprot
272564,"Desulfitobacterium hafniense DCB-2",49338,"Desulfitobacterium hafniense",138119,"Desulfitobacterium hafniense Y51 (Desulfitobacterium hafniense str. Y51)",uniprot
272622,"Lactococcus lactis subsp. cremoris SK11 (Lactococcus lactis subsp. cremoris str. SK11)",1358,"Lactococcus lactis",272623,"Lactococcus lactis subsp. lactis Il1403 (Lactococcus lactis subsp. lactis str. Il1403)",uniprot
272624,"Legionella pneumophila subsp. pneumophila str. Philadelphia 1 (Legionella pneumophila subsp. pneumophila strain Philadelphia 1)",446,"Legionella pneumophila",400673,"Legionella pneumophila str. Corby (Legionella pneumophila 'Corby')",uniprot
272627,"Magnetospirillum magnetotacticum MS-1 (Magnetospirillum magnetotacticum str. MS-1)",188,"Magnetospirillum magnetotacticum"
272631,"Mycobacterium leprae TN (Mycobacterium leprae str. TN)",1769,"Mycobacterium leprae",272631,"Mycobacterium leprae TN (Mycobacterium leprae str. TN)",uniprot
272634,"Mycoplasma pneumoniae M129 (Mycoplasma pneumoniae strain M129)",2104,"Mycoplasma pneumoniae",272634,"Mycoplasma pneumoniae M129 (Mycoplasma pneumoniae strain M129)",uniprot
272831,"Neisseria meningitidis FAM18 (Neisseria meningitidis strain FAM18)",487,"Neisseria meningitidis",122586,"Neisseria meningitidis MC58",uniprot
272843,"Pasteurella multocida subsp. multocida str. Pm70 (Pasteurella multocida subsp. multocida strain Pm70)",747,"Pasteurella multocida",272843,"Pasteurella multocida subsp. multocida str. Pm70 (Pasteurella multocida subsp. multocida strain Pm70)",uniprot
272943,"Rhodobacter sphaeroides 2.4.1 (Rhodobacter sphaeroides str. 2.4.1)",1063,"Rhodobacter sphaeroides",272943,"Rhodobacter sphaeroides 2.4.1 (Rhodobacter sphaeroides str. 2.4.1)",uniprot
272944,"Rickettsia conorii str. Malish 7 (Rickettsia conorii 'Malish 7')",781,"Rickettsia conorii",272944,"Rickettsia conorii str. Malish 7 (Rickettsia conorii 'Malish 7')",uniprot
272947,"Rickettsia prowazekii str. Madrid E (Rickettsia prowazekii 'Madrid E')",782,"Rickettsia prowazekii",272947,"Rickettsia prowazekii str. Madrid E (Rickettsia prowazekii 'Madrid E')",uniprot
272951,"Rickettsia sibirica 246 (Rickettsia sibirica strain 246)",35793,"Rickettsia sibirica",35793,"Rickettsia sibirica",GenBank
281310,"Haemophilus influenzae 86-028NP (Haemophilus influenzae str. 86-028NP)",727,"Haemophilus influenzae",71421,"Haemophilus influenzae Rd KW20 (Haemophilus influenzae KW20)",uniprot
281689,"Desulfuromonas acetoxidans DSM 684 (Desulfuromonas acetoxidans str. DSM 684)",891,"Desulfuromonas acetoxidans"
282458,"Staphylococcus aureus subsp. aureus MRSA252 (Staphylococcus aureus subsp. aureus strain MRSA252)",1280,"Staphylococcus aureus",93061,"Staphylococcus aureus subsp. aureus NCTC 8325 (Staphylococcus aureus subsp. aureus str. NCTC 8325)",uniprot
283166,"Bartonella henselae str. Houston-1 (Bartonella henselae strain Houston-1)",38323,"Bartonella henselae",283166,"Bartonella henselae str. Houston-1 (Bartonella henselae strain Houston-1)",uniprot
286636,"Streptococcus pyogenes MGAS10394 (Streptococcus pyogenes str. MGAS10394)",1314,"Streptococcus pyogenes",286636,"Streptococcus pyogenes MGAS10394 (Streptococcus pyogenes str. MGAS10394)",uniprot
286783,"Salmonella enterica subsp. enterica serovar Indiana",28901,"Salmonella enterica",99287,"Salmonella enterica subsp. enterica serovar Typhimurium str. LT2 (Salmonella enterica subsp. enterica serovar Typhimurium LT2)",uniprot
287752,"Aurantimonas manganoxydans SI85-9A1 (Aurantimonas manganoxydans str. SI85-9A1)",651183,"Aurantimonas manganoxydans"
288000,"Bradyrhizobium sp. BTAi1",288000,"Bradyrhizobium sp. BTAi1",288000,"Bradyrhizobium sp. BTAi1",uniprot
288681,"Bacillus cereus E33L (Bacillus cereus strain E33L)",1396,"Bacillus cereus",226900,"Bacillus cereus ATCC 14579",uniprot
290399,"Arthrobacter sp. FB24",290399,"Arthrobacter sp. FB24",290399,"Arthrobacter sp. FB24",uniprot
290402,"Clostridium beijerinckii NCIMB 8052 (Clostridium beijerinckii str. NCIMB 8052)",1520,"Clostridium beijerinckii",290402,"Clostridium beijerinckii NCIMB 8052 (Clostridium beijerinckii str. NCIMB 8052)",uniprot
293083,"Leptospira kirschneri serovar Cynopteri",29507,"Leptospira kirschneri"
293614,"Rickettsia akari str. Hartford (Rickettsia akari strain Hartford)",786,"Rickettsia akari (rickettsialpox)",293614,"Rickettsia akari str. Hartford (Rickettsia akari strain Hartford)",uniprot
295319,"Salmonella enterica subsp. enterica serovar Paratyphi A str. ATCC 9150",28901,"Salmonella enterica",99287,"Salmonella enterica subsp. enterica serovar Typhimurium str. LT2 (Salmonella enterica subsp. enterica serovar Typhimurium LT2)",uniprot
295358,"Mycoplasma hyopneumoniae 232 (Mycoplasma hyopneumoniae str. 232)",2099,"Mycoplasma hyopneumoniae",295358,"Mycoplasma hyopneumoniae 232 (Mycoplasma hyopneumoniae str. 232)",uniprot
295996,"Neisseria meningitidis alpha275 (Neisseria meningitidis str. alpha275)",487,"Neisseria meningitidis",122586,"Neisseria meningitidis MC58",uniprot
296591,"Polaromonas sp. JS666",296591,"Polaromonas sp. JS666"
298653,"Frankia sp. EAN1pec",298653,"Frankia sp. EAN1pec",298653,"Frankia sp. EAN1pec",uniprot
300267,"Shigella dysenteriae Sd197 (Shigella dysenteriae str. Sd197)",622,"Shigella dysenteriae",300267,"Shigella dysenteriae Sd197 (Shigella dysenteriae str. Sd197)",uniprot
300268,"Shigella boydii Sb227 (Shigella boydii str. Sb227)",621,"Shigella boydii",344609,"Shigella boydii CDC 3083-94 (Shigella boydii strain CDC 3083-94)",uniprot
300269,"Shigella sonnei Ss046 (Shigella sonnei strain Ss046)",624,"Shigella sonnei",300269,"Shigella sonnei Ss046 (Shigella sonnei strain Ss046)",uniprot
301447,"Streptococcus pyogenes serotype M1",1314,"Streptococcus pyogenes",286636,"Streptococcus pyogenes MGAS10394 (Streptococcus pyogenes str. MGAS10394)",uniprot
301448,"Streptococcus pyogenes serotype M3 (Streptococcus pyogenes (serotype M3))",1314,"Streptococcus pyogenes",286636,"Streptococcus pyogenes MGAS10394 (Streptococcus pyogenes str. MGAS10394)",uniprot
301449,"Streptococcus pyogenes serotype M5",1314,"Streptococcus pyogenes",286636,"Streptococcus pyogenes MGAS10394 (Streptococcus pyogenes str. MGAS10394)",uniprot
301450,"Streptococcus pyogenes serotype M6",1314,"Streptococcus pyogenes",286636,"Streptococcus pyogenes MGAS10394 (Streptococcus pyogenes str. MGAS10394)",uniprot
301451,"Streptococcus pyogenes serotype M18 (Streptococcus pyogenes (serotype M18))",1314,"Streptococcus pyogenes",286636,"Streptococcus pyogenes MGAS10394 (Streptococcus pyogenes str. MGAS10394)",uniprot
301452,"Streptococcus pyogenes serotype M49",1314,"Streptococcus pyogenes",286636,"Streptococcus pyogenes MGAS10394 (Streptococcus pyogenes str. MGAS10394)",uniprot
306254,"Campylobacter coli RM2228 (Campylobacter coli str. RM2228)",195,"Campylobacter coli"
306263,"Campylobacter lari RM2100 (Campylobacter lari strain RM2100)",201,"Campylobacter lari",306263,"Campylobacter lari RM2100 (Campylobacter lari strain RM2100)",uniprot
306537,"Corynebacterium jeikeium K411 (Corynebacterium jeikeium str. K411)",38289,"Corynebacterium jeikeium",306537,"Corynebacterium jeikeium K411 (Corynebacterium jeikeium str. K411)",uniprot
312309,"Vibrio fischeri ES114 (Vibrio fischeri strain ES114)",668,"Aliivibrio fischeri",312309,"Vibrio fischeri ES114 (Vibrio fischeri strain ES114)",uniprot
313596,"Robiginitalea biformata HTCC2501 (Robiginitalea biformata str. HTCC2501)",252307,"Robiginitalea biformata",313596,"Robiginitalea biformata HTCC2501 (Robiginitalea biformata str. HTCC2501)",uniprot
313627,"Bacillus sp. NRRL B-14911",313627,"Bacillus sp. NRRL B-14911",313627,"Bacillus sp. NRRL B-14911",GenBank
314262,"Roseobacter sp. MED193",314262,"Roseobacter sp. MED193"
314275,"Alteromonas macleodii str. 'Deep ecotype' (Alteromonas macleodii strain 'Deep ecotype')",28108,"Alteromonas macleodii",314275,"Alteromonas macleodii str. 'Deep ecotype' (Alteromonas macleodii strain 'Deep ecotype')",uniprot
314278,"Nitrococcus mobilis Nb-231 (Nitrococcus mobilis strain Nb-231)",35797,"Nitrococcus mobilis"
314285,"Congregibacter litoralis KT71 (Congregibacter litoralis strain KT71)",393662,"Congregibacter litoralis"
314288,"Vibrio alginolyticus 12G01 (Vibrio alginolyticus str. 12G01)",663,"Vibrio alginolyticus"
314291,"Vibrio splendidus 12B01 (Vibrio splendidus str. 12B01)",29497,"Vibrio splendidus",575788,"Vibrio splendidus LGP32 (Vibrio splendidus str. LGP32)",uniprot
314292,"Photobacterium angustum S14 (Photobacterium angustum strain S14)",661,"Photobacterium angustum"
315277,"Chlamydia trachomatis A/HAR-13 (Chlamydia trachomatis str. A/HAR-13)",813,"Chlamydia trachomatis",272561,"Chlamydia trachomatis D/UW-3/CX (Chlamydia trachomatis strain D/UW-3/CX)",uniprot
315358,"Spiroplasma eriocheiris",315358,"Spiroplasma eriocheiris"
315456,"Rickettsia felis URRWXCal2 (Rickettsia felis strain URRWXCal2)",42862,"Rickettsia felis",315456,"Rickettsia felis URRWXCal2 (Rickettsia felis strain URRWXCal2)",uniprot
315730,"Bacillus weihenstephanensis KBAB4 (Bacillus weihenstephanensis str. KBAB4)",86662,"Bacillus weihenstephanensis",315730,"Bacillus weihenstephanensis KBAB4 (Bacillus weihenstephanensis str. KBAB4)",uniprot
315749,"Bacillus cytotoxicus NVH 391-98 (Bacillus cytotoxicus str. NVH 391-98)",580165,"Bacillus cytotoxicus",315749,"Bacillus cytotoxicus NVH 391-98 (Bacillus cytotoxicus str. NVH 391-98)",uniprot
316056,"Rhodopseudomonas palustris BisB18 (Rhodopseudomonas palustris strain BisB18)",1076,"Rhodopseudomonas palustris",395960,"Rhodopseudomonas palustris TIE-1 (Rhodopseudomonas palustris strain TIE-1)",uniprot
316385,"Escherichia coli str. K-12 substr. DH10B (Escherichia coli strain K12 substrain DH10B)",562,"Escherichia coli",83333,"Escherichia coli K-12 (Escherichia coli K12)",uniprot
316401,"Escherichia coli ETEC H10407 (Escherichia coli ETEC str. H10407)",562,"Escherichia coli",83333,"Escherichia coli K-12 (Escherichia coli K12)",uniprot
316407,"Escherichia coli str. K-12 substr. W3110 (Escherichia coli strain W3110)",562,"Escherichia coli",83333,"Escherichia coli K-12 (Escherichia coli K12)",uniprot
317655,"Sphingopyxis alaskensis RB2256 (Sphingopyxis alaskensis str. RB2256)",117207,"Sphingopyxis alaskensis (Sphingomonas alaska)",317655,"Sphingopyxis alaskensis RB2256 (Sphingopyxis alaskensis str. RB2256)",uniprot
318586,"Paracoccus denitrificans PD1222",266,"Paracoccus denitrificans",318586,"Paracoccus denitrificans PD1222",uniprot
319224,"Shewanella putrefaciens CN-32 (Shewanella putrefaciens strain CN-32)",24,"Shewanella putrefaciens",319224,"Shewanella putrefaciens CN-32 (Shewanella putrefaciens strain CN-32)",uniprot
320372,"Burkholderia pseudomallei 1710b (Burkholderia pseudomallei strain 1710b)",28450,"Burkholderia pseudomallei",272560,"Burkholderia pseudomallei K96243 (Burkholderia pseudomallei str. K96243)",uniprot
320373,"Burkholderia pseudomallei 668 (Burkholderia pseudomallei str. 668)",28450,"Burkholderia pseudomallei",272560,"Burkholderia pseudomallei K96243 (Burkholderia pseudomallei str. K96243)",uniprot
320374,"Burkholderia pseudomallei S13 (Burkholderia pseudomallei str. S13)",28450,"Burkholderia pseudomallei",272560,"Burkholderia pseudomallei K96243 (Burkholderia pseudomallei str. K96243)",uniprot
320388,"Burkholderia mallei SAVP1 (Burkholderia mallei strain SAVP1)",13373,"Burkholderia mallei",243160,"Burkholderia mallei ATCC 23344 (Burkholderia mallei str. ATCC 23344)",uniprot
320390,"Burkholderia mallei GB8 horse 4 (Burkholderia mallei strain GB8 horse 4)",13373,"Burkholderia mallei",243160,"Burkholderia mallei ATCC 23344 (Burkholderia mallei str. ATCC 23344)",uniprot
320483,"Anaplasma marginale str. Florida (Anaplasma marginale strain Florida)",770,"Anaplasma marginale",234826,"Anaplasma marginale str. St. Maries (Anaplasma marginale 'St. Maries')",uniprot
321314,"Salmonella enterica subsp. enterica serovar Choleraesuis str. SC-B67 (Salmonella enterica subsp. enterica serovar Choleraesuis SC-B67)",28901,"Salmonella enterica",99287,"Salmonella enterica subsp. enterica serovar Typhimurium str. LT2 (Salmonella enterica subsp. enterica serovar Typhimurium LT2)",uniprot
322710,"Azotobacter vinelandii DJ (Azotobacter vinelandii strain DJ)",354,"Azotobacter vinelandii",322710,"Azotobacter vinelandii DJ (Azotobacter vinelandii strain DJ)",uniprot
324602,"Chloroflexus aurantiacus J-10-fl (Chloroflexus aurantiacus strain J-10-fl)",1108,"Chloroflexus aurantiacus",324602,"Chloroflexus aurantiacus J-10-fl (Chloroflexus aurantiacus strain J-10-fl)",uniprot
324831,"Lactobacillus gasseri ATCC 33323 (Lactobacillus gasseri str. ATCC 33323)",1596,"Lactobacillus gasseri"
325240,"Shewanella baltica OS155 (Shewanella baltica strain OS155)",62322,"Shewanella baltica",407976,"Shewanella baltica OS223 (Shewanella baltica strain OS223)",uniprot
331111,"Escherichia coli E24377A (Escherichia coli strain E24377A)",562,"Escherichia coli",83333,"Escherichia coli K-12 (Escherichia coli K12)",uniprot
331112,"Escherichia coli HS (Escherichia coli strain HS)",562,"Escherichia coli",83333,"Escherichia coli K-12 (Escherichia coli K12)",uniprot
331271,"Burkholderia cenocepacia AU 1054",95486,"Burkholderia cenocepacia",216591,"Burkholderia cenocepacia J2315 (Burkholderia cenocepacia str. J2315)",uniprot
331636,"Chlamydophila psittaci 6BC (Chlamydophila psittaci str. 6BC)",83554,"Chlamydia psittaci",331636,"Chlamydophila psittaci 6BC (Chlamydophila psittaci str. 6BC)",uniprot
333849,"Enterococcus faecium DO (Enterococcus faecium str. DO)",1352,"Enterococcus faecium",1155766,"Enterococcus faecium Aus0004 (Enterococcus faecium str. Aus0004)",uniprot
334380,"Orientia tsutsugamushi str. Ikeda (Orientia tsutsugamushi Ikeda)",784,"Orientia tsutsugamushi",334380,"Orientia tsutsugamushi str. Ikeda (Orientia tsutsugamushi Ikeda)",uniprot
334802,"Burkholderia mallei FMH (Burkholderia mallei str. FMH)",13373,"Burkholderia mallei",243160,"Burkholderia mallei ATCC 23344 (Burkholderia mallei str. ATCC 23344)",uniprot
334803,"Burkholderia mallei JHU (Burkholderia mallei strain JHU)",13373,"Burkholderia mallei",243160,"Burkholderia mallei ATCC 23344 (Burkholderia mallei str. ATCC 23344)",uniprot
336407,"Rickettsia bellii RML369-C (Rickettsia bellii strain RML369-C)",33990,"Rickettsia bellii",391896,"Rickettsia bellii OSU 85-389 (Rickettsia bellii str. OSU 85-389)",uniprot
336982,"Mycobacterium tuberculosis F11 (Mycobacterium tuberculosis strain F11)",1773,"Mycobacterium tuberculosis",1773,"Mycobacterium tuberculosis",uniprot
339670,"Burkholderia ambifaria AMMD (Burkholderia ambifaria strain AMMD)",152480,"Burkholderia ambifaria",398577,"Burkholderia ambifaria MC40-6 (Burkholderia ambifaria strain MC40-6)",uniprot
339854,"Bacillus thuringiensis serovar israelensis ATCC 35646 (Bacillus thuringiensis serovar israelensis str. ATCC 35646)",1428,"Bacillus thuringiensis",281309,"Bacillus thuringiensis serovar konkukian str. 97-27 (Bacillus thuringiensis serovar konkukian 97-27)",uniprot
340184,"Escherichia coli B7A (Escherichia coli strain B7A)",562,"Escherichia coli",83333,"Escherichia coli K-12 (Escherichia coli K12)",uniprot
340185,"Escherichia coli E22 (Escherichia coli str. E22)",562,"Escherichia coli",83333,"Escherichia coli K-12 (Escherichia coli K12)",uniprot
340186,"Escherichia coli E110019 (Escherichia coli strain E110019)",562,"Escherichia coli",83333,"Escherichia coli K-12 (Escherichia coli K12)",uniprot
